Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	67.899	-44.027	
0.033	62.719	-41.775	
0.066	57.089	-39.523	
0.100	51.684	-37.946	
0.133	46.279	-36.820	
0.166	41.100	-36.257	
0.200	35.807	-36.145	
0.233	30.628	-36.595	
0.266	25.335	-37.496	
0.300	20.043	-38.735	
0.333	15.314	-40.761	
0.366	10.022	-43.013	
0.400	4.954	-46.054	
