Time(s)	xÁÂÇ¥	yÁÂÇ¥	
5.400	78.155	-78.154	
5.434	76.456	-75.484	
5.467	75.485	-72.329	
5.500	74.028	-69.174	
5.534	73.058	-65.776	
5.567	72.087	-62.620	
5.600	71.601	-59.465	
5.634	71.601	-56.552	
5.667	72.087	-53.882	
5.700	72.329	-51.941	
5.734	72.815	-49.999	
5.767	73.543	-49.028	
5.800	74.757	-48.057	
5.834	76.213	-48.057	
5.867	78.155	-48.543	
5.900	79.854	-49.756	
5.934	81.553	-51.698	
5.967	83.494	-53.640	
6.000	85.193	-56.552	
6.034	87.378	-59.465	
6.067	89.319	-62.863	
6.100	91.261	-66.261	
6.134	92.718	-69.659	
6.167	94.174	-73.057	
6.200	95.145	-76.212	
6.234	96.601	-79.125	
6.267	97.329	-81.552	
6.300	97.572	-83.494	
6.334	98.057	-84.950	
6.367	98.057	-85.921	
6.400	97.572	-86.164	
6.434	97.086	-85.921	
6.467	96.116	-84.950	
6.500	94.902	-83.251	
6.534	93.688	-81.309	
6.567	92.232	-79.125	
6.600	90.290	-76.212	
6.634	88.834	-72.814	
6.667	86.892	-69.902	
6.700	85.436	-66.504	
6.734	83.494	-63.348	
6.767	81.553	-60.193	
6.800	79.611	-57.038	
6.834	78.155	-54.368	
6.867	76.698	-51.941	
6.900	75.485	-50.484	
6.934	74.271	-49.028	
6.967	73.300	-48.300	
7.000	72.572	-48.057	
7.034	72.329	-48.300	
7.067	72.087	-49.271	
7.100	72.572	-50.970	
7.134	72.815	-53.154	
7.167	73.543	-55.581	
7.200	74.514	-58.737	
7.234	75.485	-61.649	
7.267	76.941	-65.047	
7.300	78.883	-68.445	
7.334	80.339	-71.843	
7.367	82.281	-75.241	
7.400	84.222	-77.911	
7.434	86.650	-80.338	
7.467	88.106	-82.523	
7.500	90.290	-84.222	
7.534	91.989	-85.193	
7.567	93.931	-85.678	
7.600	95.387	-85.436	
7.634	96.601	-84.707	
7.667	97.329	-83.494	
7.700	98.300	-81.795	
7.734	98.785	-79.368	
7.767	98.785	-76.940	
7.800	98.785	-73.785	
7.834	98.300	-70.630	
7.867	97.815	-67.475	
7.900	97.329	-64.077	
7.934	95.873	-60.921	
7.967	94.417	-58.009	
8.000	92.960	-55.339	
8.034	91.504	-52.912	
8.067	89.562	-51.213	
8.100	88.106	-49.756	
8.134	86.164	-48.785	
8.167	84.222	-48.543	
8.200	82.281	-48.785	
8.234	80.339	-49.514	
8.267	78.640	-50.970	
8.300	77.184	-52.912	
8.334	75.970	-55.581	
8.367	74.757	-58.251	
8.400	74.028	-61.649	
8.434	73.058	-65.047	
8.467	73.300	-68.445	
8.500	73.300	-71.843	
8.534	73.543	-74.999	
8.567	74.271	-77.669	
8.600	74.999	-80.338	
8.634	76.456	-82.523	
8.667	77.912	-83.979	
8.700	79.368	-85.193	
8.734	81.067	-85.436	
8.767	83.009	-85.436	
8.800	85.436	-84.707	
8.834	86.892	-83.251	
8.867	89.077	-81.552	
8.900	90.776	-79.368	
8.934	92.475	-76.698	
8.967	94.417	-74.028	
9.000	95.630	-70.873	
9.034	96.844	-67.717	
9.067	98.300	-64.562	
9.100	98.785	-61.407	
9.134	99.514	-58.737	
9.167	99.514	-55.824	
9.200	99.514	-53.397	
9.234	99.514	-51.213	
9.267	99.028	-49.756	
9.300	98.543	-48.543	
9.334	97.572	-48.300	
9.367	96.116	-48.543	
9.400	94.659	-49.271	
9.434	93.203	-50.484	
9.467	91.747	-52.426	
9.500	89.805	-54.853	
9.534	87.863	-57.766	
9.567	87.863	-57.766	
9.600	84.222	-64.077	
9.634	82.523	-67.717	
9.667	81.067	-70.873	
9.700	79.368	-74.271	
9.734	77.912	-77.183	
9.767	76.456	-80.096	
9.800	75.970	-82.280	
9.834	75.242	-83.979	
9.867	74.757	-85.193	
9.900	74.757	-85.921	
9.934	74.999	-85.921	
9.967	75.485	-85.436	
10.000	76.213	-84.222	
10.034	76.941	-82.280	
10.067	77.912	-80.338	
10.100	79.368	-77.669	
10.134	81.067	-74.756	
10.167	82.281	-71.843	
10.200	84.222	-68.445	
10.234	85.921	-65.533	
10.267	87.863	-62.378	
10.300	89.562	-59.222	
10.334	91.261	-56.310	
10.367	92.718	-53.882	
10.400	94.174	-51.941	
10.434	95.630	-49.999	
10.467	97.086	-49.028	
10.500	98.057	-48.543	
10.534	98.785	-48.543	
10.567	99.271	-49.028	
10.600	99.514	-50.484	
10.634	99.514	-52.183	
10.667	99.514	-54.368	
10.700	99.028	-56.795	
10.734	98.057	-59.950	
10.767	97.086	-63.106	
10.800	95.873	-66.504	
10.834	94.659	-69.902	
10.867	93.203	-72.814	
10.900	91.018	-76.212	
10.934	89.077	-79.125	
10.967	87.135	-81.552	
11.000	85.436	-83.251	
11.034	83.494	-84.465	
11.067	81.553	-85.436	
11.100	79.854	-85.436	
11.134	78.155	-84.950	
11.167	77.184	-83.979	
11.200	75.727	-82.523	
11.234	74.757	-80.824	
11.267	74.271	-78.397	
11.300	74.028	-75.727	
11.334	73.786	-72.572	
11.367	74.028	-69.416	
11.400	74.514	-66.261	
11.434	75.242	-63.106	
11.467	76.213	-60.193	
11.500	77.426	-57.280	
11.534	78.640	-54.853	
11.567	80.096	-52.426	
11.600	81.553	-50.970	
11.634	83.494	-49.756	
11.667	85.193	-49.028	
11.700	87.378	-49.028	
11.734	89.319	-49.514	
11.767	90.776	-50.484	
11.800	92.475	-51.941	
11.834	94.174	-53.882	
11.867	95.630	-56.795	
11.900	96.844	-59.708	
11.934	97.815	-62.620	
11.967	98.543	-66.018	
12.000	98.785	-69.659	
12.034	99.028	-72.814	
12.067	98.785	-75.727	
12.100	98.300	-78.639	
12.134	97.572	-81.067	
12.167	96.601	-83.008	
12.200	95.387	-84.222	
12.234	93.688	-84.950	
12.267	91.989	-85.436	
12.300	90.290	-84.950	
12.334	88.349	-83.979	
12.367	86.650	-82.523	
12.400	84.465	-80.338	
12.434	82.766	-78.154	
12.467	81.067	-75.727	
12.500	79.368	-72.814	
12.534	77.912	-69.659	
12.567	76.456	-66.504	
12.600	74.999	-63.591	
12.634	74.271	-60.436	
12.667	73.543	-57.766	
12.700	73.058	-54.853	
12.734	72.815	-52.912	
12.767	73.058	-50.970	
12.800	73.058	-49.756	
12.834	73.543	-49.028	
12.867	74.514	-48.785	
12.900	75.485	-49.271	
12.934	76.941	-49.999	
12.967	78.155	-51.698	
13.000	79.611	-53.640	
13.034	81.553	-56.310	
13.067	83.494	-59.222	
13.100	85.193	-62.378	
13.134	86.650	-65.533	
13.167	88.834	-68.688	
13.200	90.533	-72.086	
13.234	91.989	-75.241	
13.267	93.446	-78.154	
13.300	94.659	-80.581	
13.334	95.630	-82.523	
13.367	96.601	-84.222	
13.400	97.329	-85.193	
13.434	97.329	-85.436	
13.467	97.329	-85.436	
13.500	97.086	-84.465	
13.534	96.601	-83.251	
13.567	95.873	-81.552	
13.600	94.902	-79.125	
13.634	93.688	-76.455	
13.667	92.232	-73.542	
13.700	90.776	-70.387	
13.734	89.077	-67.475	
13.767	87.378	-64.077	
13.800	85.679	-61.164	
13.834	83.980	-58.251	
13.867	82.281	-55.339	
13.900	80.582	-53.154	
13.934	78.883	-51.455	
13.967	77.426	-49.999	
14.000	75.970	-49.028	
14.034	74.999	-48.785	
14.067	74.028	-49.028	
14.100	73.058	-49.999	
14.134	72.572	-51.455	
14.167	72.572	-53.397	
14.200	72.815	-55.824	
14.234	73.058	-58.494	
14.267	73.543	-61.649	
14.300	74.514	-64.805	
14.334	75.485	-67.960	
14.367	76.941	-71.358	
14.400	78.640	-74.271	
14.434	80.339	-77.183	
14.467	82.281	-79.610	
14.500	83.980	-82.038	
14.534	85.921	-83.494	
14.567	87.863	-84.222	
14.600	89.805	-85.193	
14.634	91.747	-84.950	
14.667	92.960	-84.222	
14.700	94.659	-83.251	
14.734	95.873	-81.552	
14.767	96.844	-79.125	
14.800	97.572	-76.698	
14.834	98.057	-74.028	
14.867	98.300	-71.115	
14.900	98.300	-67.960	
14.934	98.057	-64.805	
14.967	97.329	-61.649	
15.000	96.844	-58.737	
15.034	95.630	-56.067	
15.067	94.659	-53.882	
15.100	93.203	-51.941	
15.134	91.747	-50.484	
15.167	90.048	-49.756	
15.200	88.106	-49.271	
15.234	86.164	-49.514	
15.267	84.465	-50.242	
15.300	82.766	-51.455	
15.334	80.824	-53.397	
15.367	79.368	-55.581	
15.400	77.912	-58.251	
15.434	76.698	-61.649	
15.467	75.970	-64.562	
15.500	74.999	-67.960	
15.534	74.514	-71.358	
15.567	74.028	-74.271	
15.600	74.271	-77.183	
15.634	74.514	-79.610	
15.667	74.999	-81.795	
15.700	75.970	-83.494	
15.734	76.941	-84.465	
15.767	78.397	-85.193	
15.800	80.096	-85.193	
15.834	81.310	-84.222	
15.867	83.252	-83.251	
15.900	85.193	-81.309	
15.934	86.892	-79.368	
15.967	88.591	-76.698	
16.000	90.533	-74.271	
16.034	91.989	-71.358	
16.067	93.446	-68.203	
16.100	94.902	-65.047	
16.134	96.116	-62.135	
16.167	97.329	-59.222	
16.200	98.300	-56.310	
16.234	98.785	-53.882	
16.267	99.028	-51.941	
16.300	99.271	-50.484	
16.334	99.271	-49.271	
16.367	99.028	-48.785	
16.400	98.300	-49.028	
16.434	97.572	-49.514	
16.467	96.358	-50.970	
16.500	95.145	-52.669	
16.534	93.688	-54.853	
16.567	91.989	-57.523	
16.600	90.533	-60.678	
16.634	88.834	-63.591	
16.667	87.135	-66.989	
16.700	85.193	-70.387	
16.734	83.252	-73.542	
16.767	81.795	-76.455	
16.800	80.339	-79.125	
16.834	79.125	-81.552	
16.867	77.912	-83.251	
16.900	76.941	-84.465	
16.934	76.456	-85.193	
16.967	75.970	-85.193	
17.000	75.485	-84.707	
17.034	75.970	-83.737	
17.067	75.970	-82.280	
17.100	76.698	-80.338	
17.134	77.426	-77.911	
17.167	78.397	-74.999	
17.200	79.854	-72.086	
17.234	81.067	-69.174	
17.267	82.523	-66.018	
17.300	84.222	-62.863	
17.334	85.679	-59.950	
17.367	87.378	-57.038	
17.400	89.077	-54.853	
17.434	90.776	-52.426	
17.467	92.232	-50.970	
17.500	93.688	-49.999	
17.534	95.145	-49.028	
17.567	96.601	-49.028	
