Time(s)	xÁÂÇ¥	yÁÂÇ¥	
0.000	66.886	-42.000	
0.033	62.494	-38.397	
0.066	57.990	-35.469	
0.100	53.824	-32.992	
0.133	49.657	-30.740	
0.166	45.266	-29.163	
0.200	41.100	-27.925	
0.233	36.821	-27.249	
0.266	32.655	-27.024	
0.300	28.150	-27.249	
0.333	24.209	-28.037	
0.366	19.818	-29.389	
0.400	15.764	-31.303	
0.433	11.711	-33.555	
0.466	7.319	-36.483	
0.500	3.153	-39.861	
